longditude;laditude;correlation
253.75;-68.75;0
256.25;-68.75;0
258.75;-68.75;0
261.25;-68.75;0
263.75;-68.75;0
266.25;-68.75;0
268.75;-68.75;0
271.25;-68.75;0
273.75;-68.75;0
276.25;-68.75;0
278.75;-68.75;0
281.25;-68.75;0
283.75;-68.75;0
286.25;-68.75;0
288.75;-68.75;0
291.25;-68.75;0
293.75;-68.75;0
296.25;-68.75;0
298.75;-68.75;0
301.25;-68.75;0
303.75;-68.75;0
306.25;-68.75;0
308.75;-68.75;0
311.25;-68.75;0
313.75;-68.75;0
316.25;-68.75;0
318.75;-68.75;0
321.25;-68.75;0
323.75;-68.75;0
326.25;-68.75;0
328.75;-68.75;0
331.25;-68.75;0
333.75;-68.75;0
336.25;-68.75;0
338.75;-68.75;0
341.25;-68.75;0
343.75;-68.75;0
346.25;-68.75;0
348.75;-68.75;0
351.25;-68.75;0
353.75;-68.75;0
356.25;-68.75;0
358.75;-68.75;0
1.25;-66.25;0
3.75;-66.25;0
6.25;-66.25;0
8.75;-66.25;0
11.25;-66.25;0
13.75;-66.25;0
16.25;-66.25;0
18.75;-66.25;0
21.25;-66.25;0
23.75;-66.25;0
26.25;-66.25;0
28.75;-66.25;0
31.25;-66.25;0
33.75;-66.25;0
36.25;-66.25;0
38.75;-66.25;0
41.25;-66.25;0
43.75;-66.25;0
46.25;-66.25;0
48.75;-66.25;0
51.25;-66.25;0
53.75;-66.25;0
56.25;-66.25;0
58.75;-66.25;0
61.25;-66.25;0
63.75;-66.25;0
66.25;-66.25;0
68.75;-66.25;0
71.25;-66.25;0
73.75;-66.25;0
76.25;-66.25;0
78.75;-66.25;0
81.25;-66.25;0
83.75;-66.25;0
86.25;-66.25;0
88.75;-66.25;0
91.25;-66.25;0
93.75;-66.25;0
96.25;-66.25;0
98.75;-66.25;0
101.25;-66.25;0
103.75;-66.25;0
106.25;-66.25;0
108.75;-66.25;0
111.25;-66.25;0
113.75;-66.25;0
116.25;-66.25;0
118.75;-66.25;0
121.25;-66.25;0
123.75;-66.25;0
126.25;-66.25;0
128.75;-66.25;0
131.25;-66.25;0
133.75;-66.25;0
136.25;-66.25;0
138.75;-66.25;0
141.25;-66.25;0
143.75;-66.25;0
146.25;-66.25;0
148.75;-66.25;0
151.25;-66.25;0
153.75;-66.25;0
156.25;-66.25;0
158.75;-66.25;0
161.25;-66.25;0
163.75;-66.25;0
166.25;-66.25;0
168.75;-66.25;0
171.25;-66.25;0
173.75;-66.25;0
176.25;-66.25;0
178.75;-66.25;0
181.25;-66.25;0
183.75;-66.25;0
186.25;-66.25;0
188.75;-66.25;0
191.25;-66.25;0
193.75;-66.25;0
196.25;-66.25;0
198.75;-66.25;0
201.25;-66.25;0
203.75;-66.25;0
206.25;-66.25;0
208.75;-66.25;0
211.25;-66.25;0
213.75;-66.25;0
216.25;-66.25;0
218.75;-66.25;0
221.25;-66.25;0
223.75;-66.25;0
226.25;-66.25;0
228.75;-66.25;0
231.25;-66.25;0.2069458523649012
233.75;-66.25;0.20258130214764905
236.25;-66.25;0
238.75;-66.25;0
241.25;-66.25;0
243.75;-66.25;0
246.25;-66.25;0
248.75;-66.25;0
251.25;-66.25;0
253.75;-66.25;0
256.25;-66.25;0
258.75;-66.25;0
261.25;-66.25;0
263.75;-66.25;0
266.25;-66.25;0
268.75;-66.25;0
271.25;-66.25;0
273.75;-66.25;0
276.25;-66.25;0
278.75;-66.25;0
281.25;-66.25;0
283.75;-66.25;0
286.25;-66.25;0
288.75;-66.25;0
291.25;-66.25;0
293.75;-66.25;0
296.25;-66.25;0
298.75;-66.25;0
301.25;-66.25;0
303.75;-66.25;0
306.25;-66.25;0
308.75;-66.25;-0.23446629326225418
311.25;-66.25;-0.2587018557938818
313.75;-66.25;0
316.25;-66.25;0
318.75;-66.25;0
321.25;-66.25;0
323.75;-66.25;0
326.25;-66.25;0
328.75;-66.25;0
331.25;-66.25;0
333.75;-66.25;0
336.25;-66.25;0
338.75;-66.25;0
341.25;-66.25;0
343.75;-66.25;0
346.25;-66.25;0
348.75;-66.25;0
351.25;-66.25;0
353.75;-66.25;0
356.25;-66.25;0
358.75;-66.25;0
1.25;-63.75;0
3.75;-63.75;0
6.25;-63.75;0
8.75;-63.75;0
11.25;-63.75;0
13.75;-63.75;0
16.25;-63.75;0
18.75;-63.75;0
21.25;-63.75;0
23.75;-63.75;0
26.25;-63.75;0
28.75;-63.75;0
31.25;-63.75;0
33.75;-63.75;0
36.25;-63.75;0
38.75;-63.75;0
41.25;-63.75;0
43.75;-63.75;0
46.25;-63.75;0
48.75;-63.75;0
51.25;-63.75;0
53.75;-63.75;0
56.25;-63.75;0
58.75;-63.75;0
61.25;-63.75;0
63.75;-63.75;0
66.25;-63.75;0
68.75;-63.75;0
71.25;-63.75;0
73.75;-63.75;0
76.25;-63.75;0
78.75;-63.75;0
81.25;-63.75;0
83.75;-63.75;0
86.25;-63.75;0
88.75;-63.75;0
91.25;-63.75;0
93.75;-63.75;0
96.25;-63.75;0
98.75;-63.75;0
101.25;-63.75;0
103.75;-63.75;0
106.25;-63.75;0
108.75;-63.75;0
111.25;-63.75;0
113.75;-63.75;0
116.25;-63.75;0
118.75;-63.75;0
121.25;-63.75;0
123.75;-63.75;0
126.25;-63.75;0
128.75;-63.75;0
131.25;-63.75;0
133.75;-63.75;0
136.25;-63.75;0
138.75;-63.75;0
141.25;-63.75;0
143.75;-63.75;0
146.25;-63.75;0
148.75;-63.75;0
151.25;-63.75;0
153.75;-63.75;0
156.25;-63.75;0
158.75;-63.75;0
161.25;-63.75;0
163.75;-63.75;0
166.25;-63.75;0
168.75;-63.75;0
171.25;-63.75;0
173.75;-63.75;0
176.25;-63.75;0
178.75;-63.75;0
181.25;-63.75;0
183.75;-63.75;0
186.25;-63.75;0
188.75;-63.75;0
191.25;-63.75;0
193.75;-63.75;0
196.25;-63.75;0
198.75;-63.75;0
201.25;-63.75;0
203.75;-63.75;0
206.25;-63.75;0
208.75;-63.75;0
211.25;-63.75;0.20721950168914072
213.75;-63.75;0
216.25;-63.75;0
218.75;-63.75;0
221.25;-63.75;0.20378003714533433
223.75;-63.75;0
226.25;-63.75;0
228.75;-63.75;0.22763356634190396
231.25;-63.75;0.27826986984166446
233.75;-63.75;0.3181427568299326
236.25;-63.75;0.29996813670687195
238.75;-63.75;0.21590791623748973
241.25;-63.75;0
243.75;-63.75;0.2139138846114844
246.25;-63.75;0
248.75;-63.75;0
251.25;-63.75;0
253.75;-63.75;0
256.25;-63.75;0
258.75;-63.75;0
261.25;-63.75;0
263.75;-63.75;0
266.25;-63.75;0
268.75;-63.75;0
271.25;-63.75;0
273.75;-63.75;0
276.25;-63.75;0
278.75;-63.75;0
281.25;-63.75;0
283.75;-63.75;0
286.25;-63.75;0
288.75;-63.75;0
291.25;-63.75;0
293.75;-63.75;0
296.25;-63.75;0
298.75;-63.75;0
301.25;-63.75;0
303.75;-63.75;0
306.25;-63.75;-0.2562987968069369
308.75;-63.75;-0.32126061102387865
311.25;-63.75;-0.29248698451952937
313.75;-63.75;-0.2057507132032816
316.25;-63.75;0
318.75;-63.75;0
321.25;-63.75;0
323.75;-63.75;0
326.25;-63.75;0
328.75;-63.75;0
331.25;-63.75;0
333.75;-63.75;0
336.25;-63.75;0
338.75;-63.75;0
341.25;-63.75;0
343.75;-63.75;0
346.25;-63.75;0
348.75;-63.75;0
351.25;-63.75;0
353.75;-63.75;0
356.25;-63.75;0
358.75;-63.75;0
1.25;-61.25;0
3.75;-61.25;0
6.25;-61.25;0
8.75;-61.25;0
11.25;-61.25;0
13.75;-61.25;0
16.25;-61.25;0
18.75;-61.25;0
21.25;-61.25;0
23.75;-61.25;0
26.25;-61.25;0
28.75;-61.25;0
31.25;-61.25;0
33.75;-61.25;0
36.25;-61.25;0
38.75;-61.25;0
41.25;-61.25;0
43.75;-61.25;0
46.25;-61.25;0
48.75;-61.25;0
51.25;-61.25;0
53.75;-61.25;0
56.25;-61.25;0
58.75;-61.25;0
61.25;-61.25;0
63.75;-61.25;0
66.25;-61.25;0
68.75;-61.25;0
71.25;-61.25;0
73.75;-61.25;0
76.25;-61.25;0
78.75;-61.25;0
81.25;-61.25;0
83.75;-61.25;0
86.25;-61.25;0
88.75;-61.25;0
91.25;-61.25;0
93.75;-61.25;0
96.25;-61.25;0
98.75;-61.25;0
101.25;-61.25;0
103.75;-61.25;0
106.25;-61.25;0
108.75;-61.25;0
111.25;-61.25;0
113.75;-61.25;0
116.25;-61.25;0
118.75;-61.25;0
121.25;-61.25;0
123.75;-61.25;0
126.25;-61.25;0
128.75;-61.25;0
131.25;-61.25;0
133.75;-61.25;0
136.25;-61.25;0
138.75;-61.25;0
141.25;-61.25;0
143.75;-61.25;0
146.25;-61.25;0
148.75;-61.25;0
151.25;-61.25;0
153.75;-61.25;0
156.25;-61.25;0
158.75;-61.25;0
161.25;-61.25;0
163.75;-61.25;0
166.25;-61.25;0
168.75;-61.25;0
171.25;-61.25;0
173.75;-61.25;0
176.25;-61.25;0
178.75;-61.25;0
181.25;-61.25;0
183.75;-61.25;0
186.25;-61.25;0
188.75;-61.25;0
191.25;-61.25;0
193.75;-61.25;0
196.25;-61.25;0
198.75;-61.25;0
201.25;-61.25;0
203.75;-61.25;0
206.25;-61.25;0
208.75;-61.25;0
211.25;-61.25;0
213.75;-61.25;0
216.25;-61.25;0
218.75;-61.25;0
221.25;-61.25;0
223.75;-61.25;0
226.25;-61.25;0
228.75;-61.25;0
231.25;-61.25;0
233.75;-61.25;0
236.25;-61.25;0
238.75;-61.25;0
241.25;-61.25;0
243.75;-61.25;0
246.25;-61.25;0
248.75;-61.25;0
251.25;-61.25;0
253.75;-61.25;0
256.25;-61.25;0
258.75;-61.25;0
261.25;-61.25;0
263.75;-61.25;0
266.25;-61.25;0
268.75;-61.25;0
271.25;-61.25;0
273.75;-61.25;0
276.25;-61.25;0
278.75;-61.25;0
281.25;-61.25;0
283.75;-61.25;0
286.25;-61.25;0
288.75;-61.25;0
291.25;-61.25;0
293.75;-61.25;0
296.25;-61.25;0
298.75;-61.25;0
301.25;-61.25;0
303.75;-61.25;0
306.25;-61.25;0
308.75;-61.25;0
311.25;-61.25;0
313.75;-61.25;0
316.25;-61.25;0
318.75;-61.25;0
321.25;-61.25;0
323.75;-61.25;0
326.25;-61.25;0
328.75;-61.25;0
331.25;-61.25;0
333.75;-61.25;-0.20422506783287742
336.25;-61.25;0
338.75;-61.25;0
341.25;-61.25;0
343.75;-61.25;0
346.25;-61.25;0
348.75;-61.25;0
351.25;-61.25;0
353.75;-61.25;0
356.25;-61.25;0
358.75;-61.25;0
1.25;-58.75;0
3.75;-58.75;0
6.25;-58.75;0
8.75;-58.75;0
11.25;-58.75;0
13.75;-58.75;0
16.25;-58.75;0
18.75;-58.75;0
21.25;-58.75;0
23.75;-58.75;0
26.25;-58.75;0
28.75;-58.75;0
31.25;-58.75;0
33.75;-58.75;0
36.25;-58.75;0
38.75;-58.75;0
41.25;-58.75;0
43.75;-58.75;0
46.25;-58.75;0
48.75;-58.75;0
51.25;-58.75;0
53.75;-58.75;0
56.25;-58.75;0
58.75;-58.75;0
61.25;-58.75;0
63.75;-58.75;0
66.25;-58.75;0
68.75;-58.75;0
71.25;-58.75;0
73.75;-58.75;0
76.25;-58.75;0
78.75;-58.75;0
81.25;-58.75;0
83.75;-58.75;0
86.25;-58.75;0
88.75;-58.75;0
91.25;-58.75;0
93.75;-58.75;0
96.25;-58.75;0
98.75;-58.75;0
101.25;-58.75;0
103.75;-58.75;0
106.25;-58.75;0
108.75;-58.75;0
111.25;-58.75;0
113.75;-58.75;0
116.25;-58.75;0
118.75;-58.75;0
121.25;-58.75;0
123.75;-58.75;0
126.25;-58.75;0
128.75;-58.75;0
131.25;-58.75;0
133.75;-58.75;0
136.25;-58.75;0
138.75;-58.75;0
141.25;-58.75;0
143.75;-58.75;0
146.25;-58.75;0
148.75;-58.75;0
151.25;-58.75;0
153.75;-58.75;0
156.25;-58.75;0
158.75;-58.75;0
161.25;-58.75;0
163.75;-58.75;0
166.25;-58.75;0
168.75;-58.75;0
171.25;-58.75;0
173.75;-58.75;0
176.25;-58.75;0
178.75;-58.75;0
181.25;-58.75;0
183.75;-58.75;0
186.25;-58.75;0
188.75;-58.75;0
191.25;-58.75;0
193.75;-58.75;0
196.25;-58.75;0
198.75;-58.75;0
201.25;-58.75;0
203.75;-58.75;0
206.25;-58.75;0
208.75;-58.75;0
211.25;-58.75;0
213.75;-58.75;0
216.25;-58.75;0
218.75;-58.75;0
221.25;-58.75;0
223.75;-58.75;0
226.25;-58.75;0
228.75;-58.75;0
231.25;-58.75;0
233.75;-58.75;0
236.25;-58.75;0
238.75;-58.75;0
241.25;-58.75;0
243.75;-58.75;0
246.25;-58.75;0
248.75;-58.75;0
251.25;-58.75;0
253.75;-58.75;0
256.25;-58.75;0
258.75;-58.75;0
261.25;-58.75;0
263.75;-58.75;0
266.25;-58.75;0
268.75;-58.75;0
271.25;-58.75;0
273.75;-58.75;0
276.25;-58.75;0
278.75;-58.75;0
281.25;-58.75;0
283.75;-58.75;0
286.25;-58.75;0
288.75;-58.75;0
291.25;-58.75;0
293.75;-58.75;0
296.25;-58.75;0
298.75;-58.75;0
301.25;-58.75;0
303.75;-58.75;0
306.25;-58.75;0
308.75;-58.75;0
311.25;-58.75;0
313.75;-58.75;0
316.25;-58.75;0
318.75;-58.75;0
321.25;-58.75;0
323.75;-58.75;0
326.25;-58.75;0
328.75;-58.75;0
331.25;-58.75;0
333.75;-58.75;0
336.25;-58.75;0
338.75;-58.75;0
341.25;-58.75;0
343.75;-58.75;0
346.25;-58.75;0
348.75;-58.75;0
351.25;-58.75;0
353.75;-58.75;0
356.25;-58.75;0
358.75;-58.75;0
1.25;-56.25;0
3.75;-56.25;0
6.25;-56.25;0
8.75;-56.25;0
11.25;-56.25;0
13.75;-56.25;0
16.25;-56.25;0
18.75;-56.25;0
21.25;-56.25;0
23.75;-56.25;0
26.25;-56.25;0
28.75;-56.25;0
31.25;-56.25;0
33.75;-56.25;0
36.25;-56.25;0
38.75;-56.25;0
41.25;-56.25;0
43.75;-56.25;0
46.25;-56.25;0
48.75;-56.25;0
51.25;-56.25;0
53.75;-56.25;0
56.25;-56.25;0
58.75;-56.25;-0.2161843482198603
61.25;-56.25;0
63.75;-56.25;0
66.25;-56.25;0
68.75;-56.25;0
71.25;-56.25;0
73.75;-56.25;0
76.25;-56.25;0
78.75;-56.25;0
81.25;-56.25;0
83.75;-56.25;0
86.25;-56.25;0
88.75;-56.25;0
91.25;-56.25;0
93.75;-56.25;0
96.25;-56.25;0
98.75;-56.25;0
101.25;-56.25;0
103.75;-56.25;0
106.25;-56.25;0
108.75;-56.25;0
111.25;-56.25;0
113.75;-56.25;0
116.25;-56.25;0
118.75;-56.25;0
121.25;-56.25;0
123.75;-56.25;0
126.25;-56.25;0
128.75;-56.25;0
131.25;-56.25;0
133.75;-56.25;0
136.25;-56.25;0
138.75;-56.25;0
141.25;-56.25;0
143.75;-56.25;0
146.25;-56.25;0
148.75;-56.25;0
151.25;-56.25;0
153.75;-56.25;0
156.25;-56.25;0
158.75;-56.25;0
161.25;-56.25;0
163.75;-56.25;0
166.25;-56.25;0
168.75;-56.25;0
171.25;-56.25;0
173.75;-56.25;0
176.25;-56.25;0
178.75;-56.25;0
181.25;-56.25;0
183.75;-56.25;0
186.25;-56.25;0
188.75;-56.25;0
191.25;-56.25;0
193.75;-56.25;0
196.25;-56.25;0
198.75;-56.25;0
201.25;-56.25;0
203.75;-56.25;0
206.25;-56.25;0
208.75;-56.25;0
211.25;-56.25;0
213.75;-56.25;0
216.25;-56.25;0
218.75;-56.25;0
221.25;-56.25;0
223.75;-56.25;0
226.25;-56.25;0
228.75;-56.25;0
231.25;-56.25;0
233.75;-56.25;0
236.25;-56.25;0
238.75;-56.25;0
241.25;-56.25;0
243.75;-56.25;0
246.25;-56.25;0
248.75;-56.25;0
251.25;-56.25;0
253.75;-56.25;0
256.25;-56.25;0
258.75;-56.25;0
261.25;-56.25;0
263.75;-56.25;0
266.25;-56.25;0
268.75;-56.25;0
271.25;-56.25;0
273.75;-56.25;0
276.25;-56.25;0
278.75;-56.25;0
281.25;-56.25;0
283.75;-56.25;0
286.25;-56.25;0
288.75;-56.25;0
291.25;-56.25;0
293.75;-56.25;0
296.25;-56.25;-0.20996800081573946
298.75;-56.25;-0.21733104073359497
301.25;-56.25;0
303.75;-56.25;0
306.25;-56.25;0
308.75;-56.25;0
311.25;-56.25;0
313.75;-56.25;0
316.25;-56.25;0
318.75;-56.25;0
321.25;-56.25;0
323.75;-56.25;0
326.25;-56.25;0
328.75;-56.25;0
331.25;-56.25;0
333.75;-56.25;0
336.25;-56.25;0
338.75;-56.25;0
341.25;-56.25;0
343.75;-56.25;0
346.25;-56.25;0
348.75;-56.25;0
351.25;-56.25;0
353.75;-56.25;0
356.25;-56.25;0
358.75;-56.25;0
1.25;-53.75;0
3.75;-53.75;0
6.25;-53.75;0
8.75;-53.75;0
11.25;-53.75;0
13.75;-53.75;0
16.25;-53.75;0
18.75;-53.75;0
21.25;-53.75;0
23.75;-53.75;0
26.25;-53.75;0
28.75;-53.75;0
31.25;-53.75;0
33.75;-53.75;0
36.25;-53.75;0
38.75;-53.75;0
41.25;-53.75;0
43.75;-53.75;0
46.25;-53.75;0
48.75;-53.75;0
51.25;-53.75;0
53.75;-53.75;0
56.25;-53.75;0
58.75;-53.75;0
61.25;-53.75;0
63.75;-53.75;0
66.25;-53.75;0
68.75;-53.75;0
71.25;-53.75;0
73.75;-53.75;0
76.25;-53.75;0
78.75;-53.75;0
81.25;-53.75;0
83.75;-53.75;0
86.25;-53.75;0
88.75;-53.75;0
91.25;-53.75;0
93.75;-53.75;0
96.25;-53.75;0
98.75;-53.75;0
101.25;-53.75;0
103.75;-53.75;0
106.25;-53.75;0
108.75;-53.75;0
111.25;-53.75;0.2100990165115383
113.75;-53.75;0
116.25;-53.75;0
118.75;-53.75;0
121.25;-53.75;0
123.75;-53.75;0
126.25;-53.75;0
128.75;-53.75;0
131.25;-53.75;0.20221513556381776
133.75;-53.75;0
136.25;-53.75;0
138.75;-53.75;0
141.25;-53.75;0
143.75;-53.75;0
146.25;-53.75;0
148.75;-53.75;0
151.25;-53.75;0
153.75;-53.75;0
156.25;-53.75;0
158.75;-53.75;0
161.25;-53.75;0
163.75;-53.75;0
166.25;-53.75;0
168.75;-53.75;0
171.25;-53.75;0
173.75;-53.75;0
176.25;-53.75;0
178.75;-53.75;0
181.25;-53.75;0
183.75;-53.75;0
186.25;-53.75;0
188.75;-53.75;0
191.25;-53.75;0
193.75;-53.75;0
196.25;-53.75;0
198.75;-53.75;0
201.25;-53.75;0
203.75;-53.75;0
206.25;-53.75;0
208.75;-53.75;0
211.25;-53.75;0
213.75;-53.75;0
216.25;-53.75;0
218.75;-53.75;0
221.25;-53.75;0
223.75;-53.75;0
226.25;-53.75;0
228.75;-53.75;0
231.25;-53.75;0
233.75;-53.75;0
236.25;-53.75;0
238.75;-53.75;0
241.25;-53.75;0
243.75;-53.75;0
246.25;-53.75;0
248.75;-53.75;0
251.25;-53.75;0
253.75;-53.75;0
256.25;-53.75;0
258.75;-53.75;0
261.25;-53.75;0
263.75;-53.75;0
266.25;-53.75;-0.21121042294864878
268.75;-53.75;0
271.25;-53.75;0
273.75;-53.75;0
276.25;-53.75;0
278.75;-53.75;-0.29457914325914025
281.25;-53.75;-0.2802776467468422
283.75;-53.75;-0.20680948010839362
286.25;-53.75;0
288.75;-53.75;0
291.25;-53.75;0
293.75;-53.75;0
296.25;-53.75;0
298.75;-53.75;0
301.25;-53.75;0
303.75;-53.75;0
306.25;-53.75;0
308.75;-53.75;0
311.25;-53.75;0
313.75;-53.75;0
316.25;-53.75;0
318.75;-53.75;0
321.25;-53.75;0
323.75;-53.75;0
326.25;-53.75;0
328.75;-53.75;0
331.25;-53.75;0
333.75;-53.75;0
336.25;-53.75;0
338.75;-53.75;0
341.25;-53.75;0
343.75;-53.75;0
346.25;-53.75;0
348.75;-53.75;0
351.25;-53.75;0
353.75;-53.75;0
356.25;-53.75;0
358.75;-53.75;0
1.25;-51.25;0
3.75;-51.25;0
6.25;-51.25;0
8.75;-51.25;0
11.25;-51.25;0
13.75;-51.25;0
16.25;-51.25;0
18.75;-51.25;0
21.25;-51.25;0
23.75;-51.25;0
26.25;-51.25;0
28.75;-51.25;0
31.25;-51.25;0
33.75;-51.25;0
36.25;-51.25;0
38.75;-51.25;0
41.25;-51.25;0
43.75;-51.25;0
46.25;-51.25;0
48.75;-51.25;0
51.25;-51.25;0
53.75;-51.25;0
56.25;-51.25;0
58.75;-51.25;0
61.25;-51.25;0
63.75;-51.25;0
66.25;-51.25;0
68.75;-51.25;0
71.25;-51.25;0
73.75;-51.25;0
76.25;-51.25;0
78.75;-51.25;0
81.25;-51.25;0
83.75;-51.25;0
86.25;-51.25;0
88.75;-51.25;0
91.25;-51.25;0
93.75;-51.25;0
96.25;-51.25;0
98.75;-51.25;0
101.25;-51.25;0
103.75;-51.25;0
106.25;-51.25;0
108.75;-51.25;0
111.25;-51.25;0.21062632108393717
113.75;-51.25;0
116.25;-51.25;0
118.75;-51.25;0
121.25;-51.25;0
123.75;-51.25;0.20510683456471165
126.25;-51.25;0
128.75;-51.25;0
131.25;-51.25;0
133.75;-51.25;0
136.25;-51.25;0
138.75;-51.25;0
141.25;-51.25;0
143.75;-51.25;0
146.25;-51.25;0
148.75;-51.25;0
151.25;-51.25;0
153.75;-51.25;0
156.25;-51.25;0
158.75;-51.25;0
161.25;-51.25;0
163.75;-51.25;0
166.25;-51.25;0
168.75;-51.25;0
171.25;-51.25;0
173.75;-51.25;0
176.25;-51.25;0
178.75;-51.25;0
181.25;-51.25;0
183.75;-51.25;0
186.25;-51.25;0
188.75;-51.25;0
191.25;-51.25;0
193.75;-51.25;0
196.25;-51.25;0
198.75;-51.25;0
201.25;-51.25;0
203.75;-51.25;0
206.25;-51.25;0
208.75;-51.25;0
211.25;-51.25;0
213.75;-51.25;0
216.25;-51.25;0
218.75;-51.25;0
221.25;-51.25;0
223.75;-51.25;0
226.25;-51.25;0
228.75;-51.25;0
231.25;-51.25;0
233.75;-51.25;0
236.25;-51.25;0
238.75;-51.25;0
241.25;-51.25;0
243.75;-51.25;0
246.25;-51.25;0
248.75;-51.25;0
251.25;-51.25;0
253.75;-51.25;0
256.25;-51.25;0
258.75;-51.25;0
261.25;-51.25;0
263.75;-51.25;0
266.25;-51.25;-0.21603160982524997
268.75;-51.25;-0.20179738281733361
271.25;-51.25;0
273.75;-51.25;0
276.25;-51.25;-0.24118402107231848
278.75;-51.25;-0.23225743585355768
281.25;-51.25;-0.2651183537040344
283.75;-51.25;0
286.25;-51.25;0
288.75;-51.25;0
291.25;-51.25;0
293.75;-51.25;0
296.25;-51.25;0
298.75;-51.25;0
301.25;-51.25;0
303.75;-51.25;0
306.25;-51.25;0
308.75;-51.25;0
311.25;-51.25;0
313.75;-51.25;0
316.25;-51.25;0
318.75;-51.25;0
321.25;-51.25;0
323.75;-51.25;0
326.25;-51.25;0
328.75;-51.25;0
331.25;-51.25;0
333.75;-51.25;0
336.25;-51.25;0
338.75;-51.25;0
341.25;-51.25;0
343.75;-51.25;0
346.25;-51.25;0
348.75;-51.25;0
351.25;-51.25;0
353.75;-51.25;0
356.25;-51.25;0
358.75;-51.25;0
1.25;-48.75;0
3.75;-48.75;0.2154741798770599
6.25;-48.75;0
8.75;-48.75;0
11.25;-48.75;0
13.75;-48.75;0
16.25;-48.75;0
18.75;-48.75;0
21.25;-48.75;0
23.75;-48.75;0
26.25;-48.75;0
28.75;-48.75;0
31.25;-48.75;0
33.75;-48.75;0
36.25;-48.75;0
38.75;-48.75;0
41.25;-48.75;0
43.75;-48.75;0
46.25;-48.75;0
48.75;-48.75;0
51.25;-48.75;0
53.75;-48.75;0
56.25;-48.75;0
58.75;-48.75;0
61.25;-48.75;0
63.75;-48.75;0
66.25;-48.75;0
68.75;-48.75;0
71.25;-48.75;0
73.75;-48.75;0
76.25;-48.75;0
78.75;-48.75;0
81.25;-48.75;0
83.75;-48.75;0
86.25;-48.75;0
88.75;-48.75;0
91.25;-48.75;0
93.75;-48.75;0
96.25;-48.75;0
98.75;-48.75;0
101.25;-48.75;0
103.75;-48.75;0
106.25;-48.75;0.23471457946164573
108.75;-48.75;0
111.25;-48.75;0
113.75;-48.75;0
116.25;-48.75;0
118.75;-48.75;0
121.25;-48.75;0.22290652402071312
123.75;-48.75;0.2824564424901292
126.25;-48.75;0
128.75;-48.75;0
131.25;-48.75;0
133.75;-48.75;0
136.25;-48.75;0
138.75;-48.75;0
141.25;-48.75;0
143.75;-48.75;0
146.25;-48.75;0
148.75;-48.75;0
151.25;-48.75;0
153.75;-48.75;-0.24182666189011
156.25;-48.75;-0.22178798691111426
158.75;-48.75;0
161.25;-48.75;0
163.75;-48.75;0
166.25;-48.75;0
168.75;-48.75;0
171.25;-48.75;0
173.75;-48.75;0
176.25;-48.75;0
178.75;-48.75;0
181.25;-48.75;0
183.75;-48.75;0
186.25;-48.75;0
188.75;-48.75;0
191.25;-48.75;0
193.75;-48.75;0
196.25;-48.75;0
198.75;-48.75;0
201.25;-48.75;0
203.75;-48.75;0
206.25;-48.75;0
208.75;-48.75;0
211.25;-48.75;0
213.75;-48.75;0
216.25;-48.75;0
218.75;-48.75;0
221.25;-48.75;0
223.75;-48.75;0
226.25;-48.75;0
228.75;-48.75;0
231.25;-48.75;0
233.75;-48.75;0
236.25;-48.75;0
238.75;-48.75;0
241.25;-48.75;0
243.75;-48.75;0
246.25;-48.75;0
248.75;-48.75;0
251.25;-48.75;0
253.75;-48.75;0
256.25;-48.75;0
258.75;-48.75;0
261.25;-48.75;0
263.75;-48.75;0
266.25;-48.75;0
268.75;-48.75;-0.23489255429110795
271.25;-48.75;0
273.75;-48.75;0
276.25;-48.75;-0.2113544440809132
278.75;-48.75;-0.25136685413200677
281.25;-48.75;-0.2580746199715652
283.75;-48.75;-0.2097295875513085
286.25;-48.75;0
288.75;-48.75;0
291.25;-48.75;0
293.75;-48.75;0
296.25;-48.75;0
298.75;-48.75;0
301.25;-48.75;0
303.75;-48.75;0
306.25;-48.75;0
308.75;-48.75;0
311.25;-48.75;0
313.75;-48.75;0
316.25;-48.75;0
318.75;-48.75;0
321.25;-48.75;0
323.75;-48.75;0
326.25;-48.75;0
328.75;-48.75;0
331.25;-48.75;0
333.75;-48.75;0
336.25;-48.75;0
338.75;-48.75;0
341.25;-48.75;0
343.75;-48.75;0
346.25;-48.75;0
348.75;-48.75;0
351.25;-48.75;0
353.75;-48.75;0
356.25;-48.75;0
358.75;-48.75;0
1.25;-46.25;0
3.75;-46.25;0
6.25;-46.25;0
8.75;-46.25;0
11.25;-46.25;0
13.75;-46.25;0
16.25;-46.25;0
18.75;-46.25;0
21.25;-46.25;0
23.75;-46.25;0
26.25;-46.25;0
28.75;-46.25;0
31.25;-46.25;0
33.75;-46.25;0
36.25;-46.25;0
38.75;-46.25;0
41.25;-46.25;0
43.75;-46.25;0
46.25;-46.25;0
48.75;-46.25;0
51.25;-46.25;0
53.75;-46.25;0
56.25;-46.25;0
58.75;-46.25;0.2469299912962004
61.25;-46.25;0
63.75;-46.25;0
66.25;-46.25;0
68.75;-46.25;0
71.25;-46.25;0
73.75;-46.25;0
76.25;-46.25;0
78.75;-46.25;0
81.25;-46.25;0
83.75;-46.25;0
86.25;-46.25;0
88.75;-46.25;0
91.25;-46.25;0
93.75;-46.25;0
96.25;-46.25;0
98.75;-46.25;0
101.25;-46.25;0
103.75;-46.25;0
106.25;-46.25;0
108.75;-46.25;0
111.25;-46.25;0
